id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,calculated_host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,has_availability,availability_30,number_of_reviews,first_review,instant_bookable,reviews_per_month,review_scores_rating,review_scores_value,review_scores_checkin,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_communication
50742243,within an hour,98%-100%,97%-100%,t,1,t,South Dublin,Private room in home,Private room,3,1 private bath,1,1,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Clothing storage: closet and dresser"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Private garden or backyard"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades""]",91.0,1,t,3,89,469,t,6.53,4.98,4.87,4.98,4.98,4.83,4.99,4.99
50750811,within an hour,98%-100%,97%-100%,f,1,t,Dublin City,Entire condo,Entire home/apt,4,1.5 baths,1,2,"[""Oven"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Board games"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Bikes"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Window guards"", ""Ethernet connection"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Freezer"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",166.0,1,t,2,87,492,t,6.04,4.09,4.11,4.17,4.26,4.47,4.55,4.29
50769639,within an hour,98%-100%,80%-89%,t,1,t,Dublin City,Entire condo,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""40\"" TV"", ""Ethernet connection"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Portable fans"", ""Extra pillows and blankets""]",133.0,2,t,1,24,484,f,1.7,4.67,4.63,4.83,4.67,4.83,4.58,4.96
50781623,unknown,unknown,unknown,f,1,f,Dublin City,Private room in home,Private room,2,1 shared bath,1,1,"[""Oven"", ""Hot water kettle"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Lake access"", ""Private fenced garden or backyard"", ""Clothing storage: closet"", ""Rice maker"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Conditioner"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Waterfront"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",28.0,7-33,t,0,1,438,t,0.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0
50782259,unknown,unknown,0%-69%,f,1,f,Dublin City,Entire condo,Entire home/apt,4,1 bath,2,unknown,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Dedicated workspace"", ""Air conditioning"", ""Outdoor dining area"", ""Free parking on premises""]",95.0,7-33,t,0,1,459,f,0.08,5.0,5.0,5.0,5.0,4.0,4.0,5.0
50792524,within an hour,90%-97%,97%-100%,f,5-9,t,Dublin City,Entire home,Entire home/apt,4,1 bath,2,3,"[""TV"", ""Fire extinguisher"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Outdoor dining area"", ""Paid parking on premises""]",312.0,2,t,2,20,454,t,1.52,4.65,4.55,4.9,4.8,4.95,4.75,4.9
50793462,within a few hours,70%-79%,97%-100%,f,5-9,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Microwave"", ""Mini fridge"", ""Clothing storage: closet"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Paid parking off premises""]",130.0,>33,t,0,12,465,f,0.89,4.83,4.67,5.0,4.92,4.75,4.67,4.92
50809063,within an hour,80%-89%,90%-96%,t,1,t,Fingal,others,Entire home/apt,2,1 bath,1,1,"[""Zanussi stove"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Zanussi stainless steel oven"", ""Cooking basics"", ""Laundromat nearby"", ""Microwave"", ""High chair"", ""Private fenced garden or backyard"", ""Central heating"", ""Mini fridge"", ""Clothing storage: closet and dresser"", ""Kind Natured shampoo"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""First aid kit"", ""Fast wifi \u2013 51 Mbps"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Shower gel"", ""Children\u2019s books and toys"", ""Kind Natured conditioner"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Free driveway parking on premises \u2013 2 spaces"", ""Dishwasher"", ""Freezer"", ""32\"" HDTV with standard cable"", ""Free street parking"", ""Cable TV"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Hoover refrigerator"", ""Children\u2019s dinnerware"", ""Toaster"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Kind Natured body soap"", ""Baby bath"", ""Extra pillows and blankets""]",60.0,7-33,t,3,35,473,f,2.54,5.0,4.97,4.97,5.0,4.94,5.0,4.97
50827941,within an hour,98%-100%,90%-96%,t,1,t,Fingal,Entire home,Entire home/apt,5,2 baths,3,3,"[""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Crib - always at the listing"", ""Private fenced garden or backyard"", ""Central heating"", ""Belling stainless steel oven"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Clothing storage: dresser and closet"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",236.0,2,t,4,59,467,f,4.35,4.83,4.73,4.98,4.93,4.83,4.86,5.0
50847070,within a few hours,98%-100%,70%-79%,t,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,>5,2 baths,3,3,"[""Fire extinguisher"", ""Indoor fireplace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Patio or balcony"", ""Central heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Backyard"", ""Hot water"", ""TV"", ""Hair dryer"", ""Bathtub"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""BBQ grill"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area""]",295.0,7-33,t,0,15,476,f,1.08,5.0,4.67,5.0,5.0,5.0,4.87,4.93
50860412,within a few hours,98%-100%,70%-79%,f,1,t,Dn Laoghaire-Rathdown,Private room in home,Private room,2,1.5 baths,1,1,"[""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Dining table"", ""Hangers"", ""Board games"", ""Indoor fireplace"", ""Outdoor furniture"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Bikes"", ""Shared patio or balcony"", ""Standalone high chair - always at the listing"", ""Central heating"", ""Fire pit"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Stainless steel oven"", ""Rice maker"", ""Fireplace guards"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Free parking on premises"", ""Free washer \u2013 In building"", ""Shower gel"", ""Paid street parking off premises"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Freezer"", ""32\"" HDTV with Netflix"", ""Shampoo"", ""Stainless steel gas stove"", ""Luggage dropoff allowed"", ""Kayak"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Body soap"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Shared fenced garden or backyard"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Keypad"", ""Wine glasses"", ""Baby bath""]",120.0,2,t,8,3,167,f,0.85,5.0,5.0,5.0,5.0,5.0,4.67,5.0
50866804,within a day,98%-100%,0%-69%,f,1,t,Dn Laoghaire-Rathdown,Entire condo,Entire home/apt,2,1 bath,1,1,"[""Induction stove"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Kitchen"", ""Game console: PS4"", ""Cooking basics"", ""Laundromat nearby"", ""Nespresso machine"", ""Clothing storage: closet"", ""Stainless steel oven"", ""Heating"", ""Dishes and silverware"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Shampoo"", ""HDTV with Netflix"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private garden or backyard"", ""Lockbox"", ""Room-darkening shades"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",70.0,5,t,0,2,457,f,0.15,5.0,5.0,5.0,5.0,5.0,4.5,5.0
50872278,within a day,80%-89%,0%-69%,f,>29,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,2,"[""Essentials"", ""TV"", ""Body soap"", ""Bed linens"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Kitchen"", ""Cooking basics"", ""Shampoo"", ""Hot water"", ""Paid parking off premises""]",196.0,7-33,t,3,55,482,f,3.91,4.33,4.18,4.69,4.45,4.98,3.96,4.65
50872867,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Entire cottage,Entire home/apt,>5,1 bath,3,3,"[""TV"", ""Body soap"", ""Bed linens"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Shampoo"", ""Hot water"", ""Free parking on premises""]",300.0,7-33,t,0,1,453,f,0.08,5.0,5.0,5.0,5.0,5.0,3.0,5.0
50889132,within an hour,98%-100%,97%-100%,t,2-4,t,Dn Laoghaire-Rathdown,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Dedicated workspace"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Wine glasses""]",139.0,3,t,9,34,432,f,2.75,5.0,4.82,4.97,4.97,4.94,5.0,5.0
50945957,within an hour,98%-100%,97%-100%,t,2-4,t,Dn Laoghaire-Rathdown,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Smoke alarm""]",139.0,3,t,13,39,414,f,3.31,5.0,4.97,5.0,5.0,5.0,5.0,5.0
50963266,within an hour,98%-100%,70%-79%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,3,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Paid parking garage off premises"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Microwave"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Iron"", ""Electric stove"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Wine glasses""]",130.0,7-33,t,10,7,434,f,0.56,4.57,4.43,4.86,4.57,4.86,4.71,4.86
51007826,within an hour,90%-97%,97%-100%,f,5-9,t,Dublin City,Entire home,Entire home/apt,4,1 bath,2,2,"[""Fire extinguisher"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Outdoor dining area"", ""Paid parking on premises""]",312.0,2,t,0,17,475,t,1.23,4.65,4.47,4.71,4.53,4.59,4.65,4.71
51014450,within a day,98%-100%,0%-69%,f,1,t,Fingal,Entire home,Entire home/apt,4,1.5 baths,2,3,"[""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Bikes"", ""Private fenced garden or backyard"", ""Central heating"", ""Stainless steel oven"", ""Ethernet connection"", ""Barbecue utensils"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Free dryer \u2013 In building"", ""TV"", ""Clothing storage: dresser"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses""]",125.0,1,t,0,4,461,f,0.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0
51020634,unknown,unknown,unknown,f,5-9,t,Dublin City,Private room in rental unit,Private room,2,1.5 baths,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Clothing storage"", ""Cleaning before checkout"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Backyard"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Keypad"", ""Stove"", ""Paid parking off premises"", ""Extra pillows and blankets""]",34.0,4,t,0,1,453,f,0.08,2.0,2.0,4.0,3.0,5.0,1.0,3.0
51022632,within an hour,98%-100%,90%-96%,t,2-4,t,Fingal,others,Entire home/apt,1,1 bath,1,1,"[""Fire extinguisher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Private garden or backyard"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""32\"" TV with Netflix""]",92.0,1,t,8,49,453,t,3.74,4.96,4.78,4.96,4.96,4.84,4.94,4.98
51029849,within an hour,98%-100%,97%-100%,f,10-29,t,Dublin City,Entire condo,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Mini fridge"", ""Ethernet connection"", ""Heating"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Paid parking lot off premises"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove""]",124.0,1,t,3,82,482,f,5.83,4.6,4.5,4.87,4.74,4.76,4.55,4.77
51031366,within an hour,98%-100%,97%-100%,f,10-29,t,Dublin City,Entire condo,Entire home/apt,2,1 bath,unknown,2,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Mini fridge"", ""Ethernet connection"", ""Heating"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Paid parking lot off premises"", ""Essentials"", ""Private entrance"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove""]",86.0,1,t,0,85,478,f,6.1,4.59,4.58,4.91,4.76,4.76,4.69,4.88
51031542,within an hour,98%-100%,97%-100%,f,10-29,t,Dublin City,Entire condo,Entire home/apt,4,1 bath,1,2,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Mini fridge"", ""Ethernet connection"", ""Heating"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Paid parking lot off premises"", ""Essentials"", ""Private entrance"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove""]",119.0,1,t,2,79,475,f,5.71,4.52,4.41,4.87,4.65,4.61,4.44,4.84
51031682,within an hour,98%-100%,0%-69%,f,1,t,Fingal,Entire home,Entire home/apt,>5,2.5 baths,4,5,"[""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Fire pit"", ""HDTV with Amazon Prime Video, Netflix, premium cable"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""Shampoo"", ""Private garden or backyard"", ""Essentials"", ""Private entrance"", ""BBQ grill"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm""]",780.0,7-33,t,23,2,201,f,0.43,5.0,5.0,5.0,5.0,5.0,5.0,5.0
51038651,within an hour,98%-100%,97%-100%,f,1,t,Dublin City,Private room in condo,Private room,3,1 shared bath,1,2,"[""Induction stove"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Fast wifi \u2013 236 Mbps"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Beko refrigerator"", ""Clothing storage: wardrobe"", ""Stainless steel oven"", ""Ethernet connection"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Backyard"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Paid parking lot off premises"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Toaster"", ""Portable heater"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Extra pillows and blankets""]",187.0,2,t,13,43,469,f,3.15,4.81,4.7,4.98,4.86,5.0,4.86,4.93
51064771,within an hour,98%-100%,80%-89%,t,1,t,Dublin City,Entire condo,Entire home/apt,4,1 bath,2,2,"[""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Electrolux refrigerator"", ""Dishes and silverware"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Paid street parking off premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Clothing storage: dresser, closet, and wardrobe"", ""Freezer"", ""Zanussi  electric stove"", ""Free street parking"", ""Bathtub"", ""Zanussi  stainless steel oven"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Essentials"", ""Coffee maker"", ""Private entrance"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Private patio or balcony"", ""Voya / Aesop body soap"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",368.0,2,t,6,66,471,f,4.82,4.76,4.68,4.91,4.76,4.65,4.74,4.98
51075650,within an hour,98%-100%,70%-79%,f,1,f,Dublin City,Private room in condo,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Bed linens"", ""Clothing storage: closet"", ""Hangers"", ""Lock on bedroom door"", ""Iron"", ""Shared fenced garden or backyard"", ""Heating"", ""Smoke alarm"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Bathtub"", ""Cleaning products"", ""Hot water""]",126.0,3,t,13,17,318,f,1.98,4.24,4.0,4.71,4.53,4.41,4.12,4.24
51082190,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Entire cottage,Entire home/apt,>5,others,4,>6,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Central heating"", ""TV with standard cable"", ""Fireplace guards"", ""Washer"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Clothing storage: dresser, wardrobe, and closet"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Coffee maker"", ""Essentials"", ""Shared garden or backyard"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",225.0,3,t,6,45,480,f,3.22,4.87,4.84,4.98,4.84,4.93,4.78,4.98
51136374,within a few hours,98%-100%,90%-96%,f,1,t,Dublin City,Entire condo,Entire home/apt,>5,1 bath,2,5,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Wifi"", ""Smoke alarm"", ""Stove""]",350.0,4,t,4,36,461,f,2.69,4.5,4.56,4.72,4.56,4.94,4.22,4.69
